SummaryLevel,State,StateFIPS,GEOID,AreaName,B18101_001,B18101_002,B18101_003,B18101_004,B18101_005,B18101_006,B18101_007,B18101_008,B18101_009,B18101_010,B18101_011,B18101_012,B18101_013,B18101_014,B18101_015,B18101_016,B18101_017,B18101_018,B18101_019,B18101_020,B18101_021,B18101_022,B18101_023,B18101_024,B18101_025,B18101_026,B18101_027,B18101_028,B18101_029,B18101_030,B18101_031,B18101_032,B18101_033,B18101_034,B18101_035,B18101_036,B18101_037,B18101_038,B18101_039,B18101A_001,B18101A_002,B18101A_003,B18101A_004,B18101A_005,B18101A_006,B18101A_007,B18101A_008,B18101A_009,B18101A_010,B18101B_001,B18101B_002,B18101B_003,B18101B_004,B18101B_005,B18101B_006,B18101B_007,B18101B_008,B18101B_009,B18101B_010,B18101C_001,B18101C_002,B18101C_003,B18101C_004,B18101C_005,B18101C_006,B18101C_007,B18101C_008,B18101C_009,B18101C_010,B18101D_001,B18101D_002,B18101D_003,B18101D_004,B18101D_005,B18101D_006,B18101D_007,B18101D_008,B18101D_009,B18101D_010,B18101E_001,B18101E_002,B18101E_003,B18101E_004,B18101E_005,B18101E_006,B18101E_007,B18101E_008,B18101E_009,B18101E_010,B18101F_001,B18101F_002,B18101F_003,B18101F_004,B18101F_005,B18101F_006,B18101F_007,B18101F_008,B18101F_009,B18101F_010,B18101G_001,B18101G_002,B18101G_003,B18101G_004,B18101G_005,B18101G_006,B18101G_007,B18101G_008,B18101G_009,B18101G_010,B18101H_001,B18101H_002,B18101H_003,B18101H_004,B18101H_005,B18101H_006,B18101H_007,B18101H_008,B18101H_009,B18101H_010,B18101I_001,B18101I_002,B18101I_003,B18101I_004,B18101I_005,B18101I_006,B18101I_007,B18101I_008,B18101I_009,B18101I_010,B18102_001,B18102_002,B18102_003,B18102_004,B18102_005,B18102_006,B18102_007,B18102_008,B18102_009,B18102_010,B18102_011,B18102_012,B18102_013,B18102_014,B18102_015,B18102_016,B18102_017,B18102_018,B18102_019,B18102_020,B18102_021,B18102_022,B18102_023,B18102_024,B18102_025,B18102_026,B18102_027,B18102_028,B18102_029,B18102_030,B18102_031,B18102_032,B18102_033,B18102_034,B18102_035,B18102_036,B18102_037,B18102_038,B18102_039,B18103_001,B18103_002,B18103_003,B18103_004,B18103_005,B18103_006,B18103_007,B18103_008,B18103_009,B18103_010,B18103_011,B18103_012,B18103_013,B18103_014,B18103_015,B18103_016,B18103_017,B18103_018,B18103_019,B18103_020,B18103_021,B18103_022,B18103_023,B18103_024,B18103_025,B18103_026,B18103_027,B18103_028,B18103_029,B18103_030,B18103_031,B18103_032,B18103_033,B18103_034,B18103_035,B18103_036,B18103_037,B18103_038,B18103_039,B18104_001,B18104_002,B18104_003,B18104_004,B18104_005,B18104_006,B18104_007,B18104_008,B18104_009,B18104_010,B18104_011,B18104_012,B18104_013,B18104_014,B18104_015,B18104_016,B18104_017,B18104_018,B18104_019,B18104_020,B18104_021,B18104_022,B18104_023,B18104_024,B18104_025,B18104_026,B18104_027,B18104_028,B18104_029,B18104_030,B18104_031,B18104_032,B18104_033,B18105_001,B18105_002,B18105_003,B18105_004,B18105_005,B18105_006,B18105_007,B18105_008,B18105_009,B18105_010,B18105_011,B18105_012,B18105_013,B18105_014,B18105_015,B18105_016,B18105_017,B18105_018,B18105_019,B18105_020,B18105_021,B18105_022,B18105_023,B18105_024,B18105_025,B18105_026,B18105_027,B18105_028,B18105_029,B18105_030,B18105_031,B18105_032,B18105_033,B18106_001,B18106_002,B18106_003,B18106_004,B18106_005,B18106_006,B18106_007,B18106_008,B18106_009,B18106_010,B18106_011,B18106_012,B18106_013,B18106_014,B18106_015,B18106_016,B18106_017,B18106_018,B18106_019,B18106_020,B18106_021,B18106_022,B18106_023,B18106_024,B18106_025,B18106_026,B18106_027,B18106_028,B18106_029,B18106_030,B18106_031,B18106_032,B18106_033,B18107_001,B18107_002,B18107_003,B18107_004,B18107_005,B18107_006,B18107_007,B18107_008,B18107_009,B18107_010,B18107_011,B18107_012,B18107_013,B18107_014,B18107_015,B18107_016,B18107_017,B18107_018,B18107_019,B18107_020,B18107_021,B18107_022,B18107_023,B18107_024,B18107_025,B18107_026,B18107_027,B18135_001,B18135_002,B18135_003,B18135_004,B18135_005,B18135_006,B18135_007,B18135_008,B18135_009,B18135_010,B18135_011,B18135_012,B18135_013,B18135_014,B18135_015,B18135_016,B18135_017,B18135_018,B18135_019,B18135_020,B18135_021,B18135_022,B18135_023,B18135_024,B18135_025,B18135_026,B18135_027,B18135_028,B18135_029,B18135_030,B18135_031,B18135_032,B18135_033,B18135_034,B18140_001,B18140_002,B18140_003,B18140_004,B18140_005,B18140_006,B18140_007,C18108_001,C18108_002,C18108_003,C18108_004,C18108_005,C18108_006,C18108_007,C18108_008,C18108_009,C18108_010,C18108_011,C18108_012,C18108_013,C18120_001,C18120_002,C18120_003,C18120_004,C18120_005,C18120_006,C18120_007,C18120_008,C18120_009,C18120_010,C18120_011,C18121_001,C18121_002,C18121_003,C18121_004,C18121_005,C18121_006,C18121_007,C18121_008,C18121_009,C18121_010,C18130_001,C18130_002,C18130_003,C18130_004,C18130_005,C18130_006,C18130_007,C18130_008,C18130_009,C18130_010,C18130_011,C18130_012,C18130_013,C18130_014,C18130_015,C18130_016,C18130_017,C18130_018,C18130_019,C18130_020,C18130_021,C18130_022,C18131_001,C18131_002,C18131_003,C18131_004,C18131_005,C18131_006,C18131_007,C18131_008,C18131_009,C18131_010,C18131_011,C18131_012,C18131_013,C18131_014,C18131_015,C18131_016
40,AL,01,04000US01,Alabama,4749786,2282556,150860,976,149884,414954,30554,384400,521469,43623,477846,891975,165852,726123,189742,63998,125744,113556,60666,52890,2467230,144169,816,143353,400028,19481,380547,551195,37195,514000,975580,180506,795074,222461,68599,153862,173797,100216,73581,3279455,697728,30198,667530,2020738,277575,1743163,560989,230209,330780,1244271,331099,17894,313205,787675,133851,653824,125497,57445,68052,23410,5023,266,4757,15896,3933,11963,2491,1431,1060,59289,13534,259,13275,41281,1559,39722,4474,1216,3258,2377,789,115,674,1485,235,1250,103,84,19,60402,23382,726,22656,36068,2068,34000,952,276,676,80582,38456,2369,36087,37076,7955,29121,5050,2818,2232,3160868,652529,28646,623883,1952072,273842,1678230,556267,228247,328020,190510,73340,2473,70867,110704,6441,104263,6466,2515,3951,4749786,2282556,150860,564,150296,414954,3513,411441,521469,5620,515849,891975,44338,847637,189742,31286,158456,113556,34456,79100,2467230,144169,502,143667,400028,2224,397804,551195,4485,546710,975580,24839,950741,222461,15781,206680,173797,35433,138364,4749786,2282556,150860,568,150292,414954,4139,410815,521469,7208,514261,891975,29970,862005,189742,10311,179431,113556,12026,101530,2467230,144169,363,143806,400028,3670,396358,551195,7012,544183,975580,34080,941500,222461,11992,210469,173797,22090,151707,4454757,2131696,414954,24727,390227,521469,28037,493432,891975,60222,831753,189742,14703,175039,113556,17051,96505,2323061,400028,13349,386679,551195,22085,529110,975580,65030,910550,222461,15929,206532,173797,32675,141122,4454757,2131696,414954,3497,411457,521469,10811,510658,891975,97949,794026,189742,36255,153487,113556,36691,76865,2323061,400028,3382,396646,551195,10683,540512,975580,124265,851315,222461,50858,171603,173797,75131,98666,4454757,2131696,414954,4966,409988,521469,6077,515392,891975,30548,861427,189742,11301,178441,113556,15182,98374,2323061,400028,3047,396981,551195,4630,546565,975580,36716,938864,222461,13947,208514,173797,32545,141252,3639775,1716742,521469,16808,504661,891975,53649,838326,189742,17880,171862,113556,25564,87992,1923033,551195,12963,538232,975580,70857,904723,222461,25223,197238,173797,61041,112756,4749786,1110011,51827,50298,18511,35117,1529,1058184,1014213,597313,455109,43971,2940219,427176,356542,191733,226855,70634,2513043,2030867,1859290,247446,482176,699556,293479,292918,179259,290486,561,406077,403789,276731,393150,2288,27407,20366,25526,15831,28256,34719,22760,4749786,1110011,38971,12856,1058184,2940219,218618,208558,2513043,699556,124905,168574,406077,2940219,2099435,1905430,116791,1788639,194005,25395,168610,840784,284990,555794,2940219,1401286,75623,1325663,717308,71336,645972,821625,280217,541408,4700483,1097457,50969,20514,30455,1046488,278563,767925,2903470,424928,125615,299313,2478542,387161,2091381,699556,293479,40961,252518,406077,34052,372025,4700483,384986,63692,321294,501880,123398,378482,519721,121942,397779,474425,94452,379973,2819471,365892,2453579
40,AK,02,04000US02,Alaska,709358,363754,28334,442,27892,68307,3444,64863,92531,5624,86907,142592,19264,123328,22519,7756,14763,9471,5630,3841,345604,26603,239,26364,64423,1961,62462,86278,4905,81373,135690,16124,119566,20998,5967,15031,11612,6584,5028,467593,103498,3035,100463,314533,29341,285192,49562,18189,31373,22825,6128,272,5856,15413,2022,13391,1284,509,775,99135,31872,1242,30630,59314,8269,51045,7949,4642,3307,42298,10718,222,10496,27964,1823,26141,3616,1617,1999,8645,3327,91,3236,4957,394,4563,361,226,135,8565,2481,45,2436,5747,508,5239,337,83,254,60297,29643,1179,28464,29163,3560,25603,1491,671,820,442491,95079,2744,92335,299213,28065,271148,48199,17573,30626,44836,16779,601,16178,26258,2598,23660,1799,726,1073,709358,363754,28334,255,28079,68307,353,67954,92531,1122,91409,142592,8580,134012,22519,4916,17603,9471,3689,5782,345604,26603,222,26381,64423,334,64089,86278,767,85511,135690,3763,131927,20998,1856,19142,11612,2939,8673,709358,363754,28334,245,28089,68307,508,67799,92531,613,91918,142592,3221,139371,22519,1329,21190,9471,1311,8160,345604,26603,121,26482,64423,261,64162,86278,1007,85271,135690,2550,133140,20998,1066,19932,11612,1887,9725,654421,335420,68307,2627,65680,92531,3513,89018,142592,4972,137620,22519,1215,21304,9471,1723,7748,319001,64423,1325,63098,86278,2762,83516,135690,5491,130199,20998,1401,19597,11612,2438,9174,654421,335420,68307,212,68095,92531,1267,91264,142592,8564,134028,22519,3305,19214,9471,3097,6374,319001,64423,344,64079,86278,1634,84644,135690,9592,126098,20998,4308,16690,11612,4888,6724,654421,335420,68307,470,67837,92531,694,91837,142592,2982,139610,22519,1143,21376,9471,1416,8055,319001,64423,282,64141,86278,711,85567,135690,2890,132800,20998,1272,19726,11612,2556,9056,521691,267113,92531,1813,90718,142592,4685,137907,22519,1669,20850,9471,1876,7595,254578,86278,1820,84458,135690,5115,130575,20998,2079,18919,11612,3812,7800,709358,187667,6086,5550,2608,3733,536,181581,159708,107570,60270,21873,457091,45917,35671,20559,20585,10246,411174,315828,289358,41931,95346,64600,25937,25581,13650,25081,356,38663,38056,26621,35936,607,36192,30857,34668,25953,36597,44288,30701,709358,187667,4769,1317,181581,457091,27326,18591,411174,64600,11801,14136,38663,457091,361159,331797,19382,312415,29362,3781,25581,95932,22754,73178,457091,221105,11885,209220,157844,12827,145017,78142,21205,56937,704662,184846,5921,1156,4765,178925,24994,153931,455216,45855,8378,37477,409361,35167,374194,64600,25937,1594,24343,38663,1532,37131,704662,32383,4711,27672,40438,6417,34021,56488,10657,45831,56236,7807,48429,519117,48121,470996
40,AZ,04,04000US04,Arizona,6533509,3207384,221417,1533,219884,602225,34647,567578,751026,48282,702744,1169281,150547,1018734,275472,71071,204401,187963,88918,99045,3326125,212280,2040,210240,579294,20654,558640,746604,38050,708554,1243512,158516,1084996,309631,72334,237297,234804,113618,121186,5135115,1160445,40588,1119857,3061465,308290,2753175,913205,305691,607514,268316,77404,3816,73588,170140,20403,149737,20772,8152,12620,289037,91919,3279,88640,174798,22166,152632,22320,12240,10080,198336,42518,1118,41400,136831,6442,130389,18987,5537,13450,11707,3640,80,3560,7404,825,6579,663,243,420,422432,135951,4964,130987,264008,24240,239768,22473,9896,12577,208566,103339,5029,98310,95777,13029,82748,9450,4182,5268,3703998,657599,24716,632883,2223412,242743,1980669,822987,269638,553349,1977265,699906,24311,675595,1160149,97301,1062848,117210,48061,69149,6533509,3207384,221417,1074,220343,602225,4564,597661,751026,8558,742468,1169281,41746,1127535,275472,37471,238001,187963,55242,132721,3326125,212280,1594,210686,579294,3978,575316,746604,5789,740815,1243512,25895,1217617,309631,19634,289997,234804,46442,188362,6533509,3207384,221417,900,220517,602225,4964,597261,751026,8722,742304,1169281,25700,1143581,275472,11547,263925,187963,16465,171498,3326125,212280,1264,211016,579294,4744,574550,746604,8539,738065,1243512,28312,1215200,309631,12328,297303,234804,25720,209084,6099812,2985967,602225,27224,575001,751026,30451,720575,1169281,53157,1116124,275472,13832,261640,187963,21697,166266,3113845,579294,12785,566509,746604,21497,725107,1243512,59866,1183646,309631,14532,295099,234804,33285,201519,6099812,2985967,602225,3731,598494,751026,11226,739800,1169281,80554,1088727,275472,35977,239495,187963,48101,139862,3113845,579294,3308,575986,746604,10760,735844,1243512,97753,1145759,309631,49527,260104,234804,80580,154224,6099812,2985967,602225,6416,595809,751026,6873,744153,1169281,27472,1141809,275472,9799,265673,187963,17174,170789,3113845,579294,4487,574807,746604,5977,740627,1243512,30383,1213129,309631,12650,296981,234804,32153,202651,4918293,2383742,751026,17534,733492,1169281,46959,1122322,275472,15306,260166,187963,31229,156734,2534551,746604,14445,732159,1243512,59599,1183913,309631,24477,285154,234804,63640,171164,6533509,1615216,58874,54464,24962,35540,4410,1556342,1382245,858608,574068,174097,3910423,395395,340459,165322,218203,54936,3515028,2777076,2340970,523980,737952,1007870,345941,342794,189122,339144,3147,661929,654087,398070,633188,7842,29815,20744,22287,18658,30316,33970,25950,6533509,1615216,42361,16513,1556342,3910423,215241,180154,3515028,1007870,163710,182231,661929,3910423,2906399,2652462,132370,2520092,253937,29062,224875,1004024,233963,770061,3910423,1882755,80272,1802483,1037445,82535,954910,990223,232588,757635,6477392,1590936,57552,18875,38677,1533384,394078,1139306,3878586,393277,111505,281772,3485309,567183,2918126,1007870,345941,40014,305927,661929,48763,613166,6477392,554234,69521,484713,626184,100873,525311,687791,104076,583715,644217,92107,552110,3964966,430193,3534773
40,AR,05,04000US05,Arkansas,2905193,1417059,98219,1524,96695,262656,23658,238998,324663,26525,298138,536095,104445,431650,120309,43681,76628,75117,40549,34568,1488134,93510,926,92584,251106,14136,236970,331011,24491,306520,570536,108548,461988,136465,42097,94368,105506,59788,45718,2270987,505988,27150,478838,1378234,201546,1176688,386765,160904,225861,445434,130689,9111,121578,275000,50032,224968,39745,20350,19395,18120,4566,395,4171,11713,2857,8856,1841,780,1061,40189,9484,112,9372,28359,1311,27048,2346,712,1634,6766,3059,286,2773,3572,87,3485,135,64,71,61792,23493,791,22702,36788,2115,34673,1511,638,873,61905,28212,2399,25813,28639,6061,22578,5054,2667,2387,2142004,454089,25321,428768,1305063,197557,1107506,382852,159436,223416,200750,80284,2969,77315,114501,6965,107536,5965,2401,3564,2905193,1417059,98219,796,97423,262656,2478,260178,324663,4457,320206,536095,30806,505289,120309,24127,96182,75117,24272,50845,1488134,93510,730,92780,251106,2031,249075,331011,3184,327827,570536,15629,554907,136465,10616,125849,105506,22352,83154,2905193,1417059,98219,1116,97103,262656,3122,259534,324663,4753,319910,536095,19911,516184,120309,7671,112638,75117,8318,66799,1488134,93510,559,92951,251106,3236,247870,331011,6247,324764,570536,20936,549600,136465,7758,128707,105506,13045,92461,2713464,1318840,262656,19057,243599,324663,15955,308708,536095,35256,500839,120309,9276,111033,75117,10299,64818,1394624,251106,9913,241193,331011,13698,317313,570536,37583,532953,136465,9586,126879,105506,19073,86433,2713464,1318840,262656,2264,260392,324663,6735,317928,536095,59218,476877,120309,23574,96735,75117,24348,50769,1394624,251106,1949,249157,331011,6865,324146,570536,74660,495876,136465,30747,105718,105506,45175,60331,2713464,1318840,262656,3322,259334,324663,3652,321011,536095,17849,518246,120309,6709,113600,75117,8880,66237,1394624,251106,2317,248789,331011,3241,327770,570536,21784,548752,136465,8605,127860,105506,17546,87960,2199702,1056184,324663,10501,314162,536095,31215,504880,120309,10749,109560,75117,14756,60361,1143518,331011,8821,322190,570536,41196,529340,136465,15359,121106,105506,33978,71528,2905193,705491,40244,38534,11002,30946,1710,665247,628681,319771,331160,36566,1762305,264009,221019,102324,150089,42990,1498296,1169947,1036990,173688,328349,437397,186115,185566,103450,184239,549,251282,250013,160989,244655,1269,26426,18939,22516,15314,27015,31714,22591,2905193,705491,30075,10169,665247,1762305,135843,128166,1498296,437397,81905,104210,251282,1762305,1273081,1175353,80436,1094917,97728,13725,84003,489224,169848,319376,1762305,868128,51316,816812,427709,46269,381440,466468,166424,300044,2868240,695218,39345,15603,23742,655873,176381,479492,1735625,262955,77962,184993,1472670,237518,1235152,437397,186115,25946,160169,251282,20159,231123,2868240,228795,39749,189046,324774,79762,245012,348401,80895,267506,324942,64439,260503,1641328,223570,1417758
40,CA,06,04000US06,California,37912312,18688732,1283660,9118,1274542,3391724,169502,3222222,4741790,247001,4494789,7195146,739231,6455915,1235980,300718,935262,840432,411450,428982,19223580,1227959,7854,1220105,3255518,101672,3153846,4637444,189973,4447471,7477809,780883,6696926,1427224,343378,1083846,1197626,646610,551016,23446872,5269462,169151,5100311,14761064,1257712,13503352,3416346,1224513,2191833,2177853,520204,25705,494499,1417028,198237,1218791,240621,101347,139274,279850,70171,3970,66201,183699,29908,153791,25980,12042,13938,5234672,1005236,18294,986942,3549953,159765,3390188,679483,227585,451898,147706,35576,1194,34382,100204,8469,91735,11926,4654,7272,4915217,1503875,42944,1460931,3169016,209759,2959257,242326,95677,146649,1710142,754337,26888,727449,871225,93238,777987,84580,36338,48242,14666688,2428709,79199,2349510,9422596,870473,8552123,2815383,984081,1831302,14591424,4737848,148936,4588912,8971492,647940,8323552,882084,352999,529085,37912312,18688732,1283660,6113,1277547,3391724,19849,3371875,4741790,37128,4704662,7195146,184537,7010609,1235980,136778,1099202,840432,226659,613773,19223580,1227959,5529,1222430,3255518,15458,3240060,4637444,26628,4610816,7477809,121203,7356606,1427224,77473,1349751,1197626,239489,958137,37912312,18688732,1283660,5831,1277829,3391724,26272,3365452,4741790,42446,4699344,7195146,139299,7055847,1235980,48856,1187124,840432,77212,763220,19223580,1227959,4646,1223313,3255518,23892,3231626,4637444,39782,4597662,7477809,146632,7331177,1427224,59577,1367647,1197626,131599,1066027,35400693,17405072,3391724,128418,3263306,4741790,154525,4587265,7195146,282017,6913129,1235980,70020,1165960,840432,118219,722213,17995621,3255518,63661,3191857,4637444,105581,4531863,7477809,291373,7186436,1427224,80853,1346371,1197626,217063,980563,35400693,17405072,3391724,22047,3369677,4741790,56000,4685790,7195146,370293,6824853,1235980,159353,1076627,840432,239913,600519,17995621,3255518,16986,3238532,4637444,50301,4587143,7477809,457918,7019891,1427224,238627,1188597,1197626,467412,730214,35400693,17405072,3391724,37293,3354431,4741790,41345,4700445,7195146,142612,7052534,1235980,55151,1180829,840432,109148,731284,17995621,3255518,22979,3232539,4637444,31516,4605928,7477809,167253,7310556,1427224,80307,1346917,1197626,235286,962340,28753451,14013348,4741790,98594,4643196,7195146,246088,6949058,1235980,88476,1147504,840432,188785,651647,14740103,4637444,73701,4563743,7477809,310982,7166827,1427224,147284,1279940,1197626,413888,783738,37912312,9158861,288146,275280,124961,173521,12866,8870715,8298559,4935207,3639387,572156,24052189,1957088,1671956,803041,1054496,285132,22095101,17466078,14844580,3041087,4629023,4701262,1702156,1685491,797208,1657727,16665,2999106,2941103,1697292,2790450,58003,31346,22017,25622,18655,31691,36520,26995,37912312,9158861,202653,85493,8870715,24052189,1058149,898939,22095101,4701262,704874,997282,2999106,24052189,18178396,16396245,641283,15754962,1782151,146683,1635468,5873793,1169122,4704671,24052189,11089615,370589,10719026,6923586,404038,6519548,6038988,1182461,4856527,37601870,9037306,281957,84911,197046,8755349,1951290,6804059,23863314,1949571,523687,1425884,21913743,3091149,18822594,4701250,1702156,234428,1467728,2999094,247847,2751247,37601870,2660892,303533,2357359,3472420,539493,2932927,3880084,545855,3334229,3586995,436984,3150011,24001479,2107819,21893660
40,CO,08,04000US08,Colorado,5187214,2577941,173245,1515,171730,460449,24791,435658,636141,36141,600000,1022346,112098,910248,181254,44662,136592,104506,51262,53244,2609273,163627,770,162857,442574,14390,428184,619042,29648,589394,1040521,109510,931011,198123,42404,155719,145386,71665,73721,4377460,980374,31464,948910,2819253,237201,2582052,577833,190295,387538,201480,55440,2155,53285,129765,15075,114690,16275,5646,10629,47758,13089,835,12254,31140,5281,25859,3529,1610,1919,151919,34602,732,33870,103869,5233,98636,13448,4568,8880,7230,2012,56,1956,5006,443,4563,212,79,133,221968,72082,2654,69428,138395,12821,125574,11491,5033,6458,179399,82296,3570,78726,90622,11343,79279,6481,2762,3719,3593219,706168,22017,684151,2357530,197360,2160170,529521,170143,359378,1092782,385194,14016,371178,644488,59868,584620,63100,26740,36360,5187214,2577941,173245,988,172257,460449,3020,457429,636141,5609,630532,1022346,39301,983045,181254,26480,154774,104506,32983,71523,2609273,163627,611,163016,442574,2577,439997,619042,4490,614552,1040521,19235,1021286,198123,11761,186362,145386,30272,115114,5187214,2577941,173245,876,172369,460449,3504,456945,636141,6402,629739,1022346,20457,1001889,181254,6325,174929,104506,9944,94562,2609273,163627,432,163195,442574,3146,439428,619042,5840,613202,1040521,19558,1020963,198123,6783,191340,145386,15784,129602,4850342,2404696,460449,18889,441560,636141,22044,614097,1022346,38712,983634,181254,8023,173231,104506,12332,92174,2445646,442574,8667,433907,619042,16128,602914,1040521,40815,999706,198123,8266,189857,145386,19452,125934,4850342,2404696,460449,3168,457281,636141,7935,628206,1022346,50436,971910,181254,19070,162184,104506,26938,77568,2445646,442574,2358,440216,619042,7460,611582,1040521,62777,977744,198123,28196,169927,145386,48263,97123,4850342,2404696,460449,4388,456061,636141,4620,631521,1022346,16937,1005409,181254,4902,176352,104506,9578,94928,2445646,442574,2654,439920,619042,3834,615208,1040521,18925,1021596,198123,7010,191113,145386,18949,126437,3947319,1944247,636141,12756,623385,1022346,30516,991830,181254,8284,172970,104506,18214,86292,2003072,619042,10402,608640,1040521,37759,1002762,198123,13622,184501,145386,39671,105715,5187214,1239895,41466,39055,20230,22671,2411,1198429,1111852,768222,379046,86577,3318050,287397,246039,142003,136857,41358,3030653,2526623,2283957,310713,504030,629269,209993,208785,127606,205723,1208,419276,416009,272765,397872,3267,32423,22294,26900,17854,33277,40217,27610,5187214,1239895,30598,10868,1198429,3318050,167440,119957,3030653,629269,103726,106267,419276,3318050,2655980,2477639,118385,2359254,178341,20911,157430,662070,148101,513969,3318050,1740686,74120,1666566,989662,70351,919311,587702,142926,444776,5139531,1225562,40641,10398,30243,1184921,193068,991853,3284700,285892,69137,216755,2998808,334509,2664299,629269,209993,21683,188310,419276,24751,394525,5139531,292314,38573,253741,361232,62645,298587,430124,64369,365755,436098,55839,380259,3619763,315100,3304663
40,CT,09,04000US09,Connecticut,3538599,1717557,97646,1158,96488,302826,18178,284648,381948,22151,359797,709644,69105,640539,133434,27273,106161,92059,40846,51213,1821042,93795,657,93138,289259,10378,278881,383065,17957,365108,760040,75393,684647,154465,30424,124041,140418,67683,72735,2742595,547898,18329,529569,1729314,138232,1591082,465383,146551,318832,359798,95720,4802,90918,231260,24263,206997,32818,11832,20986,8547,2216,127,2089,5663,922,4741,668,252,416,150229,35592,832,34760,104064,3469,100595,10573,2735,7838,966,214,31,183,672,65,607,80,60,20,176737,52660,3414,49246,117117,12567,104550,6960,3206,3754,99727,49226,2836,46390,46607,5088,41519,3894,1590,2304,2453119,457523,14184,443339,1547778,122225,1425553,447818,139917,307901,518383,168968,9622,159346,322992,31875,291117,26423,10732,15691,3538599,1717557,97646,853,96793,302826,2105,300721,381948,3131,378817,709644,17698,691946,133434,12237,121197,92059,21763,70296,1821042,93795,337,93458,289259,1705,287554,383065,2155,380910,760040,11328,748712,154465,6887,147578,140418,26102,114316,3538599,1717557,97646,495,97151,302826,2013,300813,381948,2398,379550,709644,10465,699179,133434,3641,129793,92059,6204,85855,1821042,93795,427,93368,289259,2325,286934,383065,3291,379774,760040,13350,746690,154465,4403,150062,140418,12100,128318,3347158,1619911,302826,14558,288268,381948,15310,366638,709644,27292,682352,133434,5852,127582,92059,9530,82529,1727247,289259,6772,282487,383065,10942,372123,760040,28803,731237,154465,6616,147849,140418,18131,122287,3347158,1619911,302826,2138,300688,381948,3967,377981,709644,32205,677439,133434,13352,120082,92059,22571,69488,1727247,289259,1591,287668,383065,4403,378662,760040,43467,716573,154465,21000,133465,140418,46067,94351,3347158,1619911,302826,3728,299098,381948,3094,378854,709644,12722,696922,133434,4312,129122,92059,9514,82545,1727247,289259,2346,286913,383065,2440,380625,760040,13408,746632,154465,5902,148563,140418,21084,119334,2755073,1317085,381948,8185,373763,709644,21191,688453,133434,6668,126766,92059,16692,75367,1437988,383065,6608,376457,760040,27808,732232,154465,11295,143170,140418,39655,100763,3538599,783526,30371,29735,15072,16978,636,753155,726273,514482,235929,26882,2234697,184606,168549,86660,99943,16057,2050091,1818323,1596564,258344,231768,520376,166226,164908,100474,162394,1318,354150,351182,239519,334200,2968,38620,22855,26428,20137,39910,47283,32198,3538599,783526,21752,8619,753155,2234697,104221,80385,2050091,520376,77098,89128,354150,2234697,1811234,1655804,72080,1583724,155430,16335,139095,423463,96191,327272,2234697,1144509,39166,1105343,670861,47788,623073,419327,97652,321675,3478710,774939,29775,7476,22299,745164,103440,641724,2183400,182554,43877,138677,2000846,174364,1826482,520371,166226,17079,149147,354145,20085,334060,3478710,170591,26712,143879,195730,41720,154010,223918,44269,179649,232048,39225,192823,2656423,226629,2429794
